configuration,window_s,cell,flights,groups,largest_group_fraction,size_balance_index,cells_point,cells_low,cells_high,cells_se,cells_sim_low,cells_sim_high,residual_point,residual_low,residual_high,residual_se,residual_sim_low,residual_sim_high,fit_rms_dex
calendar_1day_seed20260922,10_100,alt3_open_experts,2039,970,0.005885237861696911,579.6069984664715,0.9308965012643202,0.929632842242154,0.9319669639532591,0.0007091750555290423,0.9290385084411448,0.9327544940874957,-0.009173977912034892,-0.010617463973095964,-0.007720647964136229,0.0008913377032814011,-0.011499538275699004,-0.00684841754837078,0.0061065484023103385
calendar_1day_seed20260922,10_100,alt3_closed_beginners,7442,1341,0.0083310937919914,484.9002241367234,0.9210539435901107,0.9199723484700894,0.9221583516676494,0.0006768711632761306,0.9192805848773691,0.9228273023028524,0.006517793331237698,0.00520240221713964,0.007916646205872319,0.0008301101456800562,0.004351979807180455,0.00868360685529494,0.006941056684548728
calendar_1day_seed20260922,10_100,alt3_closed_experts,4586,1237,0.006977758395115569,544.2062826683227,0.937435767672433,0.9365407529838244,0.9382484595764147,0.0005170773880424996,0.936081058325962,0.938790477018904,0.009168349151331023,0.007910553124363095,0.010386646610773325,0.0007600131017554686,0.007185423556686969,0.011151274745975078,0.0053387900982941215
calendar_1day_seed20260922,100_1000,alt0_open_beginners,613,365,0.013050570962479609,238.58349206349206,0.9368317664254505,0.9344959705658936,0.9387960427416547,0.0012942166079885657,0.9333586253619813,0.9403049074889197,0.018510815083009446,0.015545968586143388,0.021772475826619064,0.0019356355372916385,0.013548802174946759,0.023472827991072136,0.0013898769385633487
calendar_1day_seed20260922,100_1000,alt0_open_experts,890,459,0.012359550561797753,282.69093504639545,0.9457518415312505,0.9438759086263823,0.9475876924064801,0.0011301498692490306,0.9427189876066948,0.9487846954558061,0.018470963893048364,0.015535184970005899,0.02160608339577017,0.0018896356899244012,0.013626871860071757,0.023315055926024973,0.0011669596746034232
calendar_1day_seed20260922,100_1000,alt0_closed_beginners,90,79,0.03333333333333333,69.82758620689656,0.8587958309505933,0.8487986383983924,0.8679538275615892,0.006017764065702595,0.8426466459085745,0.8749450159926121,-0.01779755457008969,-0.024412775207698474,-0.01143769573929907,0.003969574682864933,-0.02797358225526797,-0.0076215268849114115,0.01016404813553937
calendar_1day_seed20260922,100_1000,alt0_closed_experts,65,63,0.03076923076923077,61.231884057971016,0.8663690874104754,0.855901712017143,0.8758706204910763,0.006262224075231638,0.8495638730050327,0.883174301815918,-0.019184224405968675,-0.02605399070067463,-0.012568477900537828,0.004114552802154938,-0.029731904339436538,-0.008636544472500812,0.00962867851704552
calendar_1day_seed20260922,100_1000,alt1_open_beginners,932,619,0.0075107296137339056,443.17551020408166,0.9243278851858214,0.9220461934449251,0.9264308413600209,0.0013759137738662906,0.9206355027837482,0.9280202675878947,0.009489579993106068,0.006987278278843639,0.011556397709671267,0.001398969178570129,0.005903314403169783,0.013075845583042353,0.0022505183381316984
calendar_1day_seed20260922,100_1000,alt1_open_experts,1015,660,0.009852216748768473,428.7245110278818,0.9413475814410202,0.9391563533875316,0.9435118834024323,0.0012844648044239352,0.9379006101772538,0.9447945527047865,0.017549349952543758,0.015430816552352549,0.019712691515816262,0.0012684128839240622,0.014297766179913358,0.020800933725174157,0.0013622853389084562
calendar_1day_seed20260922,100_1000,alt1_closed_beginners,282,250,0.014184397163120567,223.38202247191012,0.8658062303521009,0.8610130634301476,0.8704001191956039,0.002846507302439645,0.858167384320807,0.8734450763833949,-0.0073045090188563755,-0.010621157539899983,-0.004066467385590317,0.001964452052720802,-0.012340393231082535,-0.002268624806630216,0.00845294277188497
calendar_1day_seed20260922,100_1000,alt1_closed_experts,489,386,0.016359918200409,294.1217712177122,0.8623362447399245,0.8592302144278966,0.8656065126119811,0.0019962179633205607,0.8569792229421446,0.8676932665377045,-0.019734420926793783,-0.02242772268074424,-0.016862648081728937,0.0016759703246605716,-0.02403078055869632,-0.015438061294891248,0.00786028808202648
calendar_1day_seed20260922,100_1000,alt2_open_beginners,4809,1307,0.008317737575379496,558.9481812688822,0.8944543352950575,0.8931665728413767,0.8956822511266189,0.0007760844607813253,0.8923716462051305,0.8965370243849844,-0.01621532065884146,-0.017832685408587456,-0.014570175315074025,0.000992796307267021,-0.01876035974126542,-0.013670281576417495,0.006171735607746547
calendar_1day_seed20260922,100_1000,alt2_open_experts,2312,1081,0.007785467128027681,566.1241262444397,0.9079516227863991,0.9063768755799326,0.9094382506544703,0.0009524638655927305,0.905395604464086,0.9105076411087122,-0.01167795946326089,-0.013259442243361758,-0.010006947293708563,0.001003597552359755,-0.01425068760002423,-0.00910523132649755,0.004692364870899253
calendar_1day_seed20260922,100_1000,alt2_closed_beginners,8924,1490,0.010309278350515464,437.9263137056507,0.8820202912631173,0.880502656073768,0.8834417177324136,0.0009079445537161438,0.8795837443254562,0.8844568382007785,0.013078201130976463,0.011533575322918821,0.0146250032391402,0.0009133528360855568,0.010736815846940237,0.01541958641501269,0.008492912493214993
calendar_1day_seed20260922,100_1000,alt2_closed_experts,5066,1386,0.008290564547966837,520.8287198636253,0.8927170954190273,0.8913530786720981,0.8940990952880199,0.0008512932701128351,0.8904325770507466,0.895001613787308,0.014815078991125441,0.013343292225055037,0.016393497262725404,0.0009519282415928307,0.012374805431702066,0.017255352550548816,0.007474138322828555
calendar_1day_seed20260922,100_1000,alt3_open_beginners,4476,1273,0.006702412868632708,539.2306615707596,0.8949653177930478,0.893358710357825,0.8965565930783871,0.0009508187304017191,0.8924137143318572,0.8975169212542383,-0.016630569658751093,-0.018186793894059396,-0.0149351686922438,0.00098231321075133,-0.019148735262555158,-0.014112404054947028,0.006476871384750306
calendar_1day_seed20260922,100_1000,alt3_open_experts,2039,970,0.005885237861696911,579.6069984664715,0.9010589546067049,0.8992289624437273,0.9026349917166507,0.001017369235975668,0.8983287571665183,0.9037891520468916,-0.019496859140854972,-0.02135317988998442,-0.017767316678371003,0.0010889957345040571,-0.022288506012039785,-0.016705212269670158,0.00590350068059874
