configuration,seed,contrast,point,low,high,se,se_ratio,contains_zero,site_day_contains_zero
grid50km_altitude_month_all_years,20260922,equipment_interaction_1_3,-0.0032180856594685725,-0.00921896264403938,0.0029295114708927953,0.0037748557835384513,1.6144664954854002,True,True
grid50km_altitude_month_all_years,20260922,equipment_alt2,0.02065639763974514,0.018203987827420783,0.022908862297579935,0.0014633261073571833,1.507150757502327,False,False
grid50km_altitude_month_all_years,20260922,alt2_alt3,-0.00906205340054278,-0.014241908636604938,-0.003821396240973822,0.0031917064702805037,3.8033967606585635,False,False
grid50km_altitude_month_all_years,20260922,equipment_interaction_2_3,0.004910965395122591,0.001239671018269256,0.008513022972589662,0.0022264189717437484,1.7315418124718804,False,False
grid50km_altitude_month_all_years,20260922,equipment_alt3,0.015745432244622548,0.012960248476005094,0.01853973499089547,0.0016728131657482972,2.0066595779214835,False,False
grid50km_altitude_month_all_years,20260922,mountain_regions,0.0369648702907992,0.02791220797638398,0.04577332511582388,0.005537778352065569,2.2980836158252087,False,False
grid50km_altitude_month_all_years,20260922,lowland_regions,-0.0020132836586727043,-0.007852048993937332,0.004266085521101396,0.0037940299415982,2.2676550732625604,True,True
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_minus_closed_0,0.12833368565036885,0.1153444551959577,0.14141074266199716,0.007994800804247549,1.4738374693370817,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_minus_closed_1,0.12880226891223123,0.1220994823943518,0.13577124149434835,0.004089046467385011,1.8442914033647844,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_minus_closed_2,0.04769380668054535,0.04141887884947095,0.055873936083751255,0.004427727725836078,4.069770692549013,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_minus_closed_3,0.022741488193559367,0.018686701172067992,0.027532468981080808,0.0027351660394264237,2.915074620941778,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_0_minus_2,0.05997638759911361,0.05517376991459007,0.0645460303911299,0.0029200709302846487,2.748758731304051,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_0_minus_3,0.06428534158053845,0.05903535889816809,0.06902530408962944,0.0030813291467936556,2.9166907329087706,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_1_minus_2,0.050845940744160156,0.04521023978900071,0.05602710636869669,0.003269699043769028,2.744277933744125,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_open_1_minus_3,0.05515489472558499,0.049669469227087995,0.0608773297305553,0.003366959439698401,2.8067707159941064,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_closed_0_minus_2,-0.020663491370709886,-0.03425278859978166,-0.006051000968720095,0.00870581637096365,1.6173619785306725,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_closed_0_minus_3,-0.04130685587627103,-0.05515318721439475,-0.02739140313018686,0.008337734402075782,1.5470483464456988,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_closed_1_minus_2,-0.03026252148752573,-0.03741462167899354,-0.021895081514994554,0.004872763054022122,2.318993426285973,False,False
grid50km_altitude_month_all_years,20260922,circuit_altitude_closed_1_minus_3,-0.050905885993086875,-0.058127640885382845,-0.04348345646076002,0.004470798578919785,2.1151282916357297,False,False
