discipline,statistic,days,offset_days,seed,archive_blocks,contributing_blocks,cohort_flights,flights_per_block_median,flights_per_block_p95,largest_block_fraction,size_balance_index,point,se,se_monte_carlo,low,high,valid_replicates,invalid_replicates,se_ratio
para,hurst,2,1,20260919,3434,2368,46273,5.0,88.65000000000009,0.008687571586022087,535.3946725343968,0.8822765078884934,0.0008555180326102995,1.8903568626540153e-05,0.8809495797821467,0.8836600570469502,1000,0,1.6507501954650259
para,msd_100,4,0,20260918,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,614697.1473775364,2904.6343176342393,62.91565599204588,609657.1847846521,619329.5334585777,1000,0,2.004426773393203
para,msd_1000,4,0,20260918,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,38415664.97888116,277726.7308716198,5871.7654050238425,37940312.942347474,38866934.88141753,1000,0,1.996812816187615
para,msd_10000,4,0,20260918,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,1444562811.010181,26776889.677763917,594738.4581808848,1402146387.9115088,1487736666.849064,1000,0,1.7047666811346485
para,hurst,4,0,20260918,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,0.8822765078884938,0.000905822280396349,2.0161575407513648e-05,0.8808247577495514,0.8837037466221122,1000,0,1.7478138968719699
para,msd_100,4,0,20260919,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,614697.1473775364,2894.3064819166393,72.26895738846393,610015.977926258,619465.286925328,1000,0,1.9972997521713283
para,msd_1000,4,0,20260919,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,38415664.97888116,278737.1800267626,6851.338898347859,37960739.766454004,38889134.949496575,1000,0,2.004077791426991
para,msd_10000,4,0,20260919,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,1444562811.010181,27800459.889454767,658623.3284127567,1400778925.900747,1491117721.5705614,1000,0,1.769932890268398
para,hurst,4,0,20260919,1863,1476,46273,8.0,148.25,0.009487173945929591,381.63463918238705,0.8822765078884938,0.0009419485116042494,2.1941602976544213e-05,0.8807800434237042,0.8838086730097396,1000,0,1.8175206487517646
para,msd_100,4,1,20260918,1848,1465,46273,9.0,146.0,0.011432152659218119,363.45556739429963,614697.1473775369,2848.468849597777,62.9200540199393,609933.2688787173,619451.9172733218,1000,0,1.965668170567034
