configuration,window_s,contrast,point,low,high,se,sim_low,sim_high
calendar_1day_seed20260921,10_10000,circuit_alt2_experts,0.04832042738698017,0.045363889683423905,0.051835078324938146,0.0019854747152559713,0.04305213080885947,0.053588723965100865
calendar_1day_seed20260921,10_10000,circuit_alt3_beginners,0.02928516721457264,0.026970004057670277,0.03155869100156132,0.0014388284995715693,0.025467352158782226,0.03310298227036305
calendar_1day_seed20260921,10_10000,circuit_alt3_experts,0.017931875202468195,0.015314875028107355,0.02064454537957943,0.001633193981632493,0.013598327059684364,0.022265423345252028
calendar_1day_seed20260921,10_10000,equipment_alt0_open,0.009649132513091963,0.007573637275619632,0.011576749965550937,0.0011916029107957244,0.006487310562307546,0.01281095446387638
calendar_1day_seed20260921,10_10000,equipment_alt0_closed,0.01547475156906819,-0.004976013725965686,0.03596481271230702,0.01231418388092307,-0.017199939427362962,0.04814944256549934
calendar_1day_seed20260921,10_10000,equipment_alt1_open,0.018014942500661157,0.015136729929964976,0.020674711542293348,0.001675062973467824,0.013570298374271712,0.022459586627050603
calendar_1day_seed20260921,10_10000,equipment_alt1_closed,0.0014537890378314433,-0.0054184720547443,0.008776608222481332,0.0043372963103358395,-0.010054875935064935,0.012962454010727821
calendar_1day_seed20260921,10_10000,equipment_alt2_open,0.02266885988579337,0.020162020331730236,0.025155191213852995,0.001492728958552092,0.018708024321393953,0.026629695450192784
calendar_1day_seed20260921,10_10000,equipment_alt2_closed,0.02294972456325306,0.020875746432004415,0.024866389595945754,0.0012304300459314668,0.019684877949599798,0.026214571176906322
calendar_1day_seed20260921,10_10000,equipment_alt3_open,0.01100288022267737,0.008805927405446085,0.01327585827618723,0.0013508881607420522,0.007418407743639233,0.014587352701715506
calendar_1day_seed20260921,10_10000,equipment_alt3_closed,0.022356172234781813,0.020710539641313967,0.023893963984327454,0.0009720883092537931,0.019776814525553747,0.02493552994400988
calendar_1day_seed20260921,10_10000,attenuation_beginners,0.10361710116538358,0.09097701768992385,0.11767293290485871,0.008092078422107199,0.08214542553360626,0.1250887767971609
calendar_1day_seed20260921,10_10000,attenuation_experts,0.1091447741215118,0.09376309562064652,0.1242984389152388,0.009126545909634656,0.08492822267598463,0.13336132556703897
calendar_1day_seed20260921,10_10000,attenuation_experts_minus_beginners,0.005527672956128216,-0.015746655306218344,0.02546592241320831,0.0124426321172473,-0.027487845046908932,0.03854319095916536
