discipline,statistic,side_km,shift_x_km,shift_y_km,months,month_offset,pool_terrain,config_index,seed,rng_seed,replicate_key,groups,flights,singleton_groups,singleton_group_fraction,flights_in_singletons_fraction,flights_per_group_median,flights_per_group_p95,largest_group_flights,largest_group_fraction,size_balance_index,years_per_group_median,groups_with_multiple_years,archive_groups,unknown_archive_flights,point,se,se_monte_carlo,low,high,valid_replicates,invalid_replicates,se_ratio_site_day,se_ratio_grid
para,msd_10000,50,25.0,0.0,1,0,False,1,20260918,366913783,config_1_seed_20260918,1947,46273,650,0.33384694401643555,0.014047068484861583,3.0,83.69999999999982,2008,0.04339463618092624,94.22828637234764,2.0,1152,3967,3,1444562811.0101776,65421370.14047772,1489781.8900968651,1344770152.5432992,1563760266.7283661,1000,0,4.165090620748193,0.9754877528766894
para,hurst,50,25.0,0.0,1,0,False,1,20260918,366913783,config_1_seed_20260918,1947,46273,650,0.33384694401643555,0.014047068484861583,3.0,83.69999999999982,2008,0.04339463618092624,94.22828637234764,2.0,1152,3967,3,0.8822765078884938,0.0020226999568549024,4.4724693942924724e-05,0.8790327508399367,0.8858003179276133,1000,0,3.9028661254020327,0.973758158779799
para,msd_100,50,25.0,0.0,1,0,False,1,20260919,3674443743,config_1_seed_20260919,1947,46273,650,0.33384694401643555,0.014047068484861583,3.0,83.69999999999982,2008,0.04339463618092624,94.22828637234764,2.0,1152,3967,3,614697.1473775362,5654.451655538833,121.80005306480447,605998.3163023067,624576.9674978433,1000,0,3.902017620053045,1.0522048221315174
para,msd_1000,50,25.0,0.0,1,0,False,1,20260919,3674443743,config_1_seed_20260919,1947,46273,650,0.33384694401643555,0.014047068484861583,3.0,83.69999999999982,2008,0.04339463618092624,94.22828637234764,2.0,1152,3967,3,38415664.97888111,513362.0420561539,11205.572205195778,37633439.80245718,39271873.94736272,1000,0,3.6909947476241465,1.0424042144400762
para,msd_10000,50,25.0,0.0,1,0,False,1,20260919,3674443743,config_1_seed_20260919,1947,46273,650,0.33384694401643555,0.014047068484861583,3.0,83.69999999999982,2008,0.04339463618092624,94.22828637234764,2.0,1152,3967,3,1444562811.0101776,68408161.47972472,1549788.6339682105,1343645420.1320722,1569309984.0047543,1000,0,4.355246476037022,1.020023328416874
para,hurst,50,25.0,0.0,1,0,False,1,20260919,3674443743,config_1_seed_20260919,1947,46273,650,0.33384694401643555,0.014047068484861583,3.0,83.69999999999982,2008,0.04339463618092624,94.22828637234764,2.0,1152,3967,3,0.8822765078884938,0.0021122918291301487,4.7135128553604375e-05,0.8791394803326581,0.8858958543024262,1000,0,4.075736591053349,1.0168890325867228
para,msd_100,50,0.0,25.0,1,0,False,2,20260918,1260699777,config_2_seed_20260918,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,614697.147377536,5245.189916306568,116.93193616246622,606851.0043744224,623764.9392011377,1000,0,3.6195947407038944,0.9760476274524722
para,msd_1000,50,0.0,25.0,1,0,False,2,20260918,1260699777,config_2_seed_20260918,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,38415664.97888105,488684.958947206,10908.572434215272,37681684.22833542,39278318.46552936,1000,0,3.5135702855875706,0.9922963113901629
para,msd_10000,50,0.0,25.0,1,0,False,2,20260918,1260699777,config_2_seed_20260918,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,1444562811.0101762,66995220.97157982,1459562.3662887302,1343712949.0176437,1562856985.981733,1000,0,4.2652907743219295,0.9989551948959906
para,hurst,50,0.0,25.0,1,0,False,2,20260918,1260699777,config_2_seed_20260918,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,0.8822765078884938,0.0020960802589217627,4.5793758822798197e-05,0.8789332024322845,0.8858262608988922,1000,0,4.044455832880858,1.0090845390415737
para,msd_100,50,0.0,25.0,1,0,False,2,20260919,3780788155,config_2_seed_20260919,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,614697.147377536,5366.877516160636,122.63746990376661,606772.5525854721,623661.3836111217,1000,0,3.703568782343709,0.9986917823873965
para,msd_1000,50,0.0,25.0,1,0,False,2,20260919,3780788155,config_2_seed_20260919,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,38415664.97888105,494957.73291389144,11280.972810229534,37644439.88879269,39279862.51865378,1000,0,3.558670573235127,1.00503345493298
para,msd_10000,50,0.0,25.0,1,0,False,2,20260919,3780788155,config_2_seed_20260919,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,1444562811.0101762,65523385.538271435,1498107.638059529,1341136597.2326832,1563961400.8429337,1000,0,4.1715854920052475,0.9770088884160236
para,hurst,50,0.0,25.0,1,0,False,2,20260919,3780788155,config_2_seed_20260919,1875,46273,624,0.3328,0.013485185745467119,3.0,99.59999999999991,1825,0.03943984613057291,104.74635508026716,2.0,1102,3826,3,0.8822765078884938,0.0020435428028506347,4.579678458130696e-05,0.878976566672245,0.8858224670355552,1000,0,3.94308308260225,0.9837922180933184
para,msd_100,50,25.0,25.0,1,0,False,3,20260918,2368458979,config_3_seed_20260918,1917,46273,623,0.3249869587897757,0.013463574870875024,3.0,92.19999999999982,1745,0.037710976163205324,115.10648870274704,2.0,1141,3919,3,614697.147377536,5259.533734575796,111.67492593138974,606459.7843498108,623636.4195231383,1000,0,3.62949310663484,0.9787167871995319
para,msd_1000,50,25.0,25.0,1,0,False,3,20260918,2368458979,config_3_seed_20260918,1917,46273,623,0.3249869587897757,0.013463574870875024,3.0,92.19999999999982,1745,0.037710976163205324,115.10648870274704,2.0,1141,3919,3,38415664.978881165,500935.2402175814,10718.654767741542,37643409.644727334,39275818.84397263,1000,0,3.6016479386309723,1.0171710465247852
para,msd_10000,50,25.0,25.0,1,0,False,3,20260918,2368458979,config_3_seed_20260918,1917,46273,623,0.3249869587897757,0.013463574870875024,3.0,92.19999999999982,1745,0.037710976163205324,115.10648870274704,2.0,1141,3919,3,1444562811.0101779,63531993.25821022,1490336.1262487436,1352921648.0026157,1564214289.1621172,1000,0,4.0448023125930295,0.9473155515720895
para,hurst,50,25.0,25.0,1,0,False,3,20260918,2368458979,config_3_seed_20260918,1917,46273,623,0.3249869587897757,0.013463574870875024,3.0,92.19999999999982,1745,0.037710976163205324,115.10648870274704,2.0,1141,3919,3,0.882276507888494,0.002048486910855451,4.6074655115642696e-05,0.8792086498959627,0.8860927496664502,1000,0,3.9526229016875924,0.9861723859927948
para,msd_100,50,25.0,25.0,1,0,False,3,20260919,3611734819,config_3_seed_20260919,1917,46273,623,0.3249869587897757,0.013463574870875024,3.0,92.19999999999982,1745,0.037710976163205324,115.10648870274704,2.0,1141,3919,3,614697.147377536,5312.54399081978,123.49556097136457,606017.1655476005,623314.346932668,1000,0,3.666074364466435,0.9885811649748217
para,msd_1000,50,25.0,25.0,1,0,False,3,20260919,3611734819,config_3_seed_20260919,1917,46273,623,0.3249869587897757,0.013463574870875024,3.0,92.19999999999982,1745,0.037710976163205324,115.10648870274704,2.0,1141,3919,3,38415664.978881165,497071.28732883255,11250.658585094336,37620660.69627942,39234180.77588568,1000,0,3.573866706967804,1.0093251201693865
