group,lag_s,flights,point,low,high
open,6660,17961,1277959902.9266078,1256155300.0631878,1300592577.4340723
open,8160,17961,1804252018.5671396,1770823512.4816506,1839217845.084164
open,10000,17961,2514259999.6506004,2462461879.8952775,2567706172.367018
closed,10,28234,8591.009297028113,8568.8655246229,8614.83510841381
closed,20,28234,29496.257415308904,29410.292114993856,29592.415560987654
closed,30,28234,62547.82384591231,62352.79594362514,62771.817422524466
closed,40,28234,107230.63267171096,106880.67341469765,107632.39467154846
closed,50,28234,163003.59120768553,162446.5646658274,163640.60080706695
closed,60,28234,229495.73865195326,228683.47482716708,230421.8542910211
closed,80,28234,393275.47449478897,391829.2035049383,394943.3208327558
closed,90,28234,489955.71573462855,488131.17591450777,492077.717165102
closed,100,28234,596130.2983931545,593880.3611112207,598750.3768948588
closed,110,28234,711548.6329631303,708829.0064606209,714712.5898390878
closed,140,28234,1111008.9970754117,1106602.4626126043,1116101.873894684
closed,170,28234,1586063.6059247688,1579578.4098720883,1593534.4608582864
closed,210,28234,2329091.0755650187,2319209.974087174,2340406.7614522357
closed,260,28234,3421568.486768896,3406853.098045291,3438830.694008994
closed,320,28234,4954433.616298073,4932449.326699769,4980019.765697791
closed,390,28234,7025686.177107646,6993978.185238121,7063329.297241413
closed,470,28234,9739252.040949114,9692889.816742333,9793222.948164927
closed,580,28234,14030869.95949901,13961519.781580033,14111345.38372004
closed,710,28234,19879374.899411924,19776679.43225751,19998486.60202485
closed,870,28234,28145988.280501287,27992152.76151942,28324793.673720457
closed,1000,28234,35671203.91628752,35468946.473991156,35900416.088776134
closed,1070,28234,40006792.87339386,39777151.14028709,40270569.50510632
closed,1310,28234,56283494.275377885,55942727.38926381,56679231.367662
closed,1610,28234,79456574.79872407,78950962.0756112,80053166.955949
closed,1970,28234,110927200.649241,110158572.70699239,111785669.2859583
closed,2410,28234,153956369.9417792,152818238.97445408,155227262.21547472
closed,2960,28234,213232086.05541387,211521884.22860318,215136889.1572937
closed,3620,28234,289741908.4233156,287196840.38560516,292526662.3838554
closed,4440,28234,387963080.8455865,384291149.3137307,392116599.7537025
closed,5440,28234,503724077.869347,498449172.5137959,509695544.3897301
closed,6660,28234,625061159.7709516,617518067.6996087,633125199.7519747
closed,8160,28234,725971953.0212411,715880143.9685076,737387387.3291305
closed,10000,28234,766187257.9520721,752762530.7132887,780916891.6486201
alt0,10,1844,11465.664360786013,11286.295164743995,11643.050152388896
alt0,20,1844,39128.93090811707,38425.10415398618,39824.7656635053
alt0,30,1844,82790.33977192327,81183.36213906432,84392.93009939446
alt0,40,1844,142669.74314980238,139843.67246106756,145510.31340352373
alt0,50,1844,218066.56437717407,213673.68929136102,222474.26574042992
alt0,60,1844,308635.04052180995,302325.55146784685,314984.4251758786
alt0,80,1844,534091.2043883547,522913.27154585574,545377.367214802
alt0,90,1844,668467.1354585608,654347.0286258179,682743.628284865
alt0,100,1844,816976.0874597844,799601.7545982616,834595.3368019073
alt0,110,1844,979389.6400902426,958435.2507944911,1000696.2050881083
alt0,140,1844,1548150.3658190842,1514221.440513995,1582543.235811868
alt0,170,1844,2235669.0348004703,2185434.756168397,2286110.5026607825
alt0,210,1844,3330507.4136738405,3253640.7252988126,3407219.338636733
alt0,260,1844,4975523.493868044,4857509.326720571,5093131.7640982615
alt0,320,1844,7341671.469030316,7162945.8875212725,7519354.664661488
alt0,390,1844,10628146.20072877,10363946.396441804,10892522.082848527
alt0,470,1844,15064609.029604854,14685179.643384822,15447079.22775795
alt0,580,1844,22336795.45316358,21758784.843775883,22914782.350599337
alt0,710,1844,32674176.83987507,31811040.902664833,33540450.838295206
alt0,870,1844,47987090.97892364,46688764.14483989,49286726.86803488
alt0,1000,1844,62534156.22632872,60834422.601632826,64257371.83041772
alt0,1070,1844,71149630.41692887,69212733.14020377,73118921.72397637
alt0,1310,1844,104845212.10588607,101947124.30678275,107798437.71918169
alt0,1610,1844,156016294.56792143,151643518.4896862,160511404.65617633
alt0,1970,1844,230710334.79501852,224151497.58942097,237499509.9118099
alt0,2410,1844,341582852.09039116,331761198.4636554,351844811.3801291
alt0,2960,1844,510223199.8255365,495322904.9093328,525803239.0682374
alt0,3620,1844,756396963.2073376,733855590.648047,779979691.8388331
alt0,4440,1844,1127670484.4928215,1093474281.9770255,1163700231.838371
alt0,5440,1844,1676071810.5433013,1623686594.7224185,1730929240.7823942
alt0,6660,1844,2483075108.0301538,2404063251.9723325,2565907879.4695363
alt0,8160,1844,3672443521.101255,3551229858.879562,3796350159.856173
alt0,10000,1844,5405399038.64418,5219751311.700079,5595549855.205181
open_0,10,1679,11854.104929223879,11672.590418785809,12038.06517784745
open_0,20,1679,40575.48873357991,39836.051846646595,41312.794863314026
open_0,30,1679,85961.81375814507,84276.35295614268,87629.23647768024
open_0,40,1679,148261.21936349993,145279.87397499045,151232.92535601184
open_0,50,1679,226769.0892189488,222106.6336400982,231408.18925092727
open_0,60,1679,321137.14898709854,314446.6912054968,327841.18674316094
open_0,80,1679,556256.0819002155,544453.6606063626,568310.733456983
open_0,90,1679,696504.1985416769,681577.7790938208,711775.926274133
open_0,100,1679,851580.1014087878,833161.2406352124,870379.5570207102
open_0,110,1679,1021254.1788213068,998922.3671451199,1044014.4228503867
open_0,140,1679,1615971.3465798763,1579496.118211238,1652685.0265423434
open_0,170,1679,2335737.0566779235,2281871.3904564064,2389692.299213266
open_0,210,1679,3483442.784268205,3402310.864063311,3565550.590806676
open_0,260,1679,5210573.053253056,5086612.082629287,5336167.71393585
open_0,320,1679,7699106.523334678,7512098.013766736,7889146.054805675
open_0,390,1679,11161708.044427559,10885416.93934238,11443439.100506395
open_0,470,1679,15844341.202798551,15444848.355973246,16252123.14630535
open_0,580,1679,23534840.3981292,22930437.439025972,24151677.390582632
open_0,710,1679,34489054.93390685,33586221.45930869,35410926.891388476
open_0,870,1679,50747518.534422256,49391113.794882454,52128470.31499505
open_0,1000,1679,66217196.50026432,64420794.018529765,68039136.09462109
open_0,1070,1679,75387865.18585019,73327382.18110435,77472954.79609384
open_0,1310,1679,111307172.17715834,108209582.11014923,114430338.88122086
open_0,1610,1679,165973590.6652822,161333842.7190915,170710451.38837975
open_0,1970,1679,245932742.82870954,239028770.50361976,253018201.33050686
open_0,2410,1679,364906679.3422954,354654981.90631396,375557999.26217824
open_0,2960,1679,546394684.3318317,530894913.73090756,562450972.179052
open_0,3620,1679,812175564.8370446,788558362.8137015,836435731.3993239
open_0,4440,1679,1214390113.5579112,1178459204.7811818,1251316758.8872564
open_0,5440,1679,1810777840.0412207,1755942724.7081084,1866558474.9206908
open_0,6660,1679,2691651515.487657,2609559276.743642,2775860599.1221113
open_0,8160,1679,3994681132.3342614,3871470420.9716973,4121544460.3621798
open_0,10000,1679,5899996809.927942,5713661813.425628,6091449671.0744295
closed_0,10,165,7512.987303772806,7343.228809123316,7696.005672155858
closed_0,20,165,24409.10915689208,23617.167453980062,25188.766334104836
closed_0,30,165,50518.18933030854,48688.090864709455,52309.686766431
closed_0,40,165,85772.23670860162,82497.00802658629,89000.15567069188
closed_0,50,165,129511.78129026691,124298.58922736673,134604.58904198348
closed_0,60,165,181416.61559320858,173924.5716318183,188771.05681081483
closed_0,80,165,308546.78413129726,295276.03214831493,321622.7894621515
closed_0,90,165,383168.77838855394,366393.7364304509,399737.62392211595
closed_0,100,165,464854.0303665936,444205.42792924354,485287.6713699398
closed_0,110,165,553386.2429420177,528401.8604559349,578101.3326314258
closed_0,140,165,858020.5070471355,817791.5474262761,898036.6181777368
closed_0,170,165,1217401.103089899,1158186.8926006071,1275595.456313595
closed_0,210,165,1774274.1577469811,1685065.8829067403,1862874.5878842599
closed_0,260,165,2583716.1592776123,2447771.896719572,2719277.8612589207
closed_0,320,165,3704499.0073513878,3499767.0264468505,3909514.3495675726
closed_0,390,165,5198750.227575635,4900756.511403729,5502751.96606869
closed_0,470,165,7130243.461167409,6700662.627531354,7566076.797465399
closed_0,580,165,10145780.528331682,9500438.013101181,10798157.744851632
closed_0,710,165,14206417.325455027,13244596.744215598,15178858.63304924
closed_0,870,165,19897649.368728768,18490967.436379984,21345423.393369853
closed_0,1000,165,25056431.257007964,23217322.798005592,26919359.806429163
closed_0,1070,165,28022380.85923915,25954933.78381215,30142408.979895182
closed_0,1310,165,39089872.95639314,36112806.70105572,42135812.64116501
closed_0,1610,165,54693263.3711415,50355674.215018004,59018734.57588098
closed_0,1970,165,75810800.92491299,69508345.19384529,81990266.32104354
closed_0,2410,165,104245240.23616283,95207839.28147267,113138846.73526305
closed_0,2960,165,142150942.334206,129638700.9027838,155191768.46020016
closed_0,3620,165,188807435.10868272,170999161.50613564,206850579.02757365
closed_0,4440,165,245232562.06685394,220770546.4360615,270142635.08800346
closed_0,5440,165,305335910.3796341,272055385.018623,338687421.84229696
closed_0,6660,165,360652149.7201683,315278161.86080146,407292357.0643758
closed_0,8160,165,393431707.40297306,336413277.7651778,453829578.18295145
closed_0,10000,165,372492020.5506569,303455869.0935356,445855389.80441993
alt1,10,2908,10164.578971084213,10034.052909979988,10302.752474472487
alt1,20,2908,34387.36165819296,33875.06003042808,34937.40242370464
alt1,30,2908,72667.07237566466,71539.98582168287,73896.66151757144
alt1,40,2908,124901.73870895365,122906.84549590173,127084.8356956156
alt1,50,2908,190387.59844269688,187309.54277861555,193814.64726067608
alt1,60,2908,268771.2071640814,264325.8270329416,273713.484613128
alt1,80,2908,462976.21350395534,455011.6552072351,471706.6545785558
alt1,90,2908,578212.6532630818,568088.5910328471,589241.8340981683
alt1,100,2908,705202.712237782,692671.6816941751,718800.2620489115
alt1,110,2908,843713.014609743,828581.9856573186,860188.1913540675
alt1,140,2908,1326293.088111061,1301847.2415717065,1353312.6815372321
alt1,170,2908,1905680.2502706244,1869449.1534439353,1945390.2572088065
alt1,210,2908,2821773.194931503,2766245.174663284,2881908.9751235
alt1,260,2908,4187039.5979085094,4101786.3946541892,4279861.762273185
alt1,320,2908,6134027.471364609,6004136.012946941,6275465.971567328
alt1,390,2908,8814858.039248798,8621930.303748442,9023797.416979108
alt1,470,2908,12402106.343507927,12123882.17019788,12704671.851236325
alt1,580,2908,18226431.234401837,17804365.52100791,18688409.35481627
alt1,710,2908,26418491.539873667,25777652.980264205,27110567.93919363
alt1,870,2908,38423080.37978789,37445883.34834704,39456622.7040268
alt1,1000,2908,49723563.838930815,48419919.09949317,51096375.14634425
alt1,1070,2908,56378355.16405767,54886386.21417417,57957252.85551691
alt1,1310,2908,82187414.82389396,79948749.82614683,84557149.28468099
alt1,1610,2908,120865115.07127725,117507700.64637111,124482775.0134565
alt1,1970,2908,176511408.70588142,171459936.9379905,181940591.6069656
alt1,2410,2908,257900137.08889347,250229719.75762,266101109.6829368
alt1,2960,2908,379696606.1359574,367866823.63583535,392231309.5119546
alt1,3620,2908,553940934.4879825,535781800.0416176,572961239.4420742
alt1,4440,2908,811008743.1428076,783456579.0427657,839851199.2547296
alt1,5440,2908,1182117554.4754226,1140734501.4572947,1225930240.6496065
alt1,6660,2908,1715710010.569686,1653157387.5625567,1781905041.3185587
alt1,8160,2908,2484660668.1699576,2389388769.814369,2586237019.291985
alt1,10000,2908,3585212948.6692677,3438383402.0441875,3737105849.3074746
open_1,10,2068,11123.202709565865,10956.021167816947,11290.13428354192
open_1,20,2068,37946.62110745519,37304.26956535201,38620.16642704451
open_1,30,2068,80429.64139104412,78977.87712547556,81958.69769644854
open_1,40,2068,138584.40411000213,136009.1628244406,141297.63920614467
open_1,50,2068,211715.1203612195,207672.20781445137,215959.48925895325
open_1,60,2068,299470.960819427,293660.9543457446,305579.6781052069
open_1,80,2068,517699.203171011,507376.45531834825,528433.3145224438
open_1,90,2068,647610.0699169959,634565.8458236743,661096.6871159908
open_1,100,2068,791067.3791614893,774986.207998214,807613.2575573182
open_1,110,2068,947847.2731847573,928417.0785489088,967815.1125222879
open_1,140,2068,1496127.488928426,1464641.397581252,1528449.656493157
open_1,170,2068,2157694.5561773074,2111174.201556491,2205393.965995543
open_1,210,2068,3209195.5607870435,3138202.588290489,3282337.340121029
open_1,260,2068,4785537.474031321,4677675.516913448,4896736.131526732
open_1,320,2068,7047689.24241634,6884813.314124641,7215498.254527035
open_1,390,2068,10182235.423008094,9940498.871984769,10431608.780938229
open_1,470,2068,14402689.800151493,14054816.341392875,14765039.806070494
open_1,580,2068,21300615.383165006,20770418.046649154,21849830.61503107
open_1,710,2068,31071907.94730828,30273046.099163692,31893175.175944716
open_1,870,2068,45497572.08042325,44293804.86327014,46732933.87619283
open_1,1000,2068,59165574.46995475,57570712.089669116,60818985.90340827
open_1,1070,2068,67247586.41999324,65416388.832864806,69136141.49581239
open_1,1310,2068,98785722.38902834,96014607.13174815,101626878.54420662
open_1,1610,2068,146511974.75376537,142316645.0085248,150845309.52523544
open_1,1970,2068,215917028.38644037,209590638.46270227,222413279.32153982
open_1,2410,2068,318601004.14711034,308990736.83054614,328351430.3445728
open_1,2960,2068,474333351.9432138,459608529.9437324,488979118.1156542
open_1,3620,2068,700602990.6118963,678561254.981704,722905731.4224372
open_1,4440,2068,1040452786.0052141,1007136920.9646037,1074672866.194341
open_1,5440,2068,1540848309.1837757,1490190661.3866765,1593595220.1336753
open_1,6660,2068,2275223648.7651134,2200439346.1796694,2356540058.382474
open_1,8160,2068,3354103605.276901,3240571290.035124,3476853064.9846377
open_1,10000,2068,4920321702.437163,4748558635.6420965,5104810038.400288
closed_1,10,839,7807.112049151417,7722.776084813363,7900.478383854505
closed_1,20,839,25636.380741856803,25334.138945760125,25986.215686724096
closed_1,30,839,53582.23145661261,52893.749855047645,54347.78102896985
closed_1,40,839,91263.38018817756,90046.76558889393,92612.25472530219
closed_1,50,839,137955.83330189108,136052.50564472936,140062.06388468854
closed_1,60,839,193300.7863459159,190540.43900000822,196315.45349224794
closed_1,80,839,328454.4183638414,323485.9180634259,333851.4835759369
closed_1,90,839,407620.7074328968,401326.6415050402,414452.40583802573
closed_1,100,839,494134.0161225851,486332.65904248157,502596.98208080034
closed_1,110,839,587737.5355080033,578286.9773506123,597997.5273435108
closed_1,140,839,908827.3876326334,893766.0528527229,925312.4690273592
closed_1,170,839,1286214.0704620373,1264204.6073677035,1310266.525548561
closed_1,210,839,1869461.33925317,1835869.3142180946,1905495.916314217
closed_1,260,839,2715861.30029708,2665820.4457084658,2770085.550335843
closed_1,320,839,3888058.4602341466,3813349.248435806,3967028.9335819287
closed_1,390,839,5453427.432318441,5344042.154834819,5567691.069215695
closed_1,470,839,7483852.766096142,7327296.127053646,7648751.7341015255
closed_1,580,839,10668446.146184552,10437366.917245837,10913516.473963765
closed_1,710,839,14977296.58947501,14639610.182866,15337763.181690948
closed_1,870,839,21028029.483975615,20526174.03250529,21548914.17670488
closed_1,1000,839,26505969.91071196,25849377.2806271,27183842.244677905
closed_1,1070,839,29650622.808588743,28902108.879002735,30417153.625458796
closed_1,1310,839,41368589.78917759,40273481.06138312,42487956.051428765
closed_1,1610,839,57788629.74743927,56186535.91463556,59419266.24878994
closed_1,1970,839,79587688.67074616,77273955.74731234,81977710.46675883
closed_1,2410,839,108583900.72818522,105289489.2971404,111991359.50136566
closed_1,2960,839,146878846.4114098,142031576.09162366,151716365.3414983
closed_1,3620,839,193097374.59681842,186330535.20906368,199855008.72211137
closed_1,4440,839,246425362.06463966,237230974.5390005,255639072.63807422
closed_1,5440,839,299303068.9216062,287096960.17660105,311481208.4285119
closed_1,6660,839,338635226.39133817,323595784.61698294,354330432.8649919
closed_1,8160,839,344576819.06045717,326865436.4278709,363041595.1295128
closed_1,10000,839,298644800.14405286,278156281.10473865,319475594.371549
alt2,10,22097,8418.973846583216,8392.60209013748,8445.596843942472
alt2,20,22097,28754.591019172036,28652.284303201115,28859.748497446548
alt2,30,22097,60740.48834088593,60505.19518824015,60985.276729991456
alt2,40,22097,103924.82956687197,103504.53560837462,104357.078423683
alt2,50,22097,157771.6891459716,157109.99747468397,158474.4416505252
alt2,60,22097,221929.63196026307,220967.82024075367,222937.89526677667
alt2,80,22097,379881.99719129613,378167.3446386184,381663.789939782
alt2,90,22097,473105.56422502664,470925.68527679116,475369.38858216716
alt2,100,22097,575481.6205021045,572788.1885078098,578273.3259107264
alt2,110,22097,686776.1382792688,683509.630877584,690149.2603787965
alt2,140,22097,1072055.6846246829,1066791.1982271618,1077503.882857226
alt2,170,22097,1530501.242696611,1522737.1784310918,1538515.273031568
alt2,210,22097,2248157.12619437,2236209.9586822395,2260326.5998468003
alt2,260,22097,3304700.9373124144,3286639.381617695,3323209.066610037
alt2,320,22097,4789740.27170238,4762491.5717602745,4817550.701091313
alt2,390,22097,6800606.355673894,6760846.322433047,6841361.98539995
alt2,470,22097,9441321.124553034,9383822.007040141,9499307.371270476
alt2,580,22097,13629167.03328339,13542844.96243615,13717585.478249494
alt2,710,22097,19353444.854721636,19226917.75371367,19484984.914756108
alt2,870,22097,27470479.617867555,27281697.092077233,27664161.413152415
alt2,1000,22097,34879485.15693129,34629785.01022144,35131485.12445775
alt2,1070,22097,39155459.165696494,38868052.50467444,39443564.63583826
alt2,1310,22097,55250305.87849438,54825890.6198511,55683075.61394101
alt2,1610,22097,78261577.59638193,77627269.55969325,78905144.15236667
alt2,1970,22097,109679044.84796758,108749419.07206133,110633168.1102705
alt2,2410,22097,152942651.07949835,151535725.93640104,154384244.7987307
alt2,2960,22097,213230774.34172666,211145477.90340585,215447169.26419014
alt2,3620,22097,292566421.80082357,289480634.9187253,295866588.5229997
alt2,4440,22097,397754167.54428613,393142670.1905908,402656929.5932959
alt2,5440,22097,528830741.55955553,521935390.57021934,536173570.16789883
alt2,6660,22097,681795006.6010793,671613329.5365589,692575620.4287076
alt2,8160,22097,846164408.4314802,830941146.9794387,862211260.7855505
alt2,10000,22097,1004227660.8604606,982131480.058437,1026981711.8866282
open_2,10,7412,8689.851219843416,8639.681361417486,8737.980297597163
open_2,20,7412,29547.238911975877,29355.064254645185,29733.82989788413
open_2,30,7412,62244.89311174493,61807.93653896067,62672.10868267946
