discipline,altitude_band,control,lag_s,mean_m2,n_flights,n_clusters,pointwise_95_low_m2,pointwise_95_high_m2
paragliders,Low mountains,available segments,3088.0,165175349.08195212,59428,31450,163366666.5855207,167025753.6015759
paragliders,Low mountains,available segments,3481.0,203815024.250572,53859,28486,201426727.48503155,206191459.76378945
paragliders,Low mountains,available segments,3925.0,253370370.94512138,47574,25188,250192866.84705055,256613570.68513465
paragliders,Low mountains,available segments,4425.0,317096078.6922121,40987,21724,312909907.1913763,321580744.32406265
paragliders,Low mountains,available segments,4989.0,400920110.7085137,34095,18138,395330456.7937587,406827919.14126796
paragliders,Low mountains,available segments,5624.0,510119808.82364106,27550,14824,502030173.37164205,518053234.66206515
paragliders,Low mountains,available segments,6341.0,650985269.0198615,21450,11593,639610130.2603732,662357995.0950093
paragliders,Low mountains,available segments,7149.0,831306260.1048293,16189,8851,814393039.3545607,847772782.261999
paragliders,Low mountains,available segments,8059.0,1066648277.9993194,11618,6438,1043406232.6779306,1091366555.1114166
paragliders,Low mountains,available segments,9086.0,1373630908.2239902,7824,4401,1338394914.357936,1408963345.8464468
paragliders,Low mountains,available segments,10000.0,1678505131.4468086,5452,3140,1628299147.4644072,1729657435.376964
paragliders,Low mountains,fixed long segments,10.0,8973.167248015709,5452,3140,8906.216750844378,9038.913015119448
paragliders,Low mountains,fixed long segments,11.0,10852.410486368248,5452,3140,10769.25083914167,10934.227957057406
paragliders,Low mountains,fixed long segments,12.0,12247.730513350893,5452,3140,12145.819779899752,12351.39015575002
paragliders,Low mountains,fixed long segments,14.0,16821.97840143597,5452,3140,16697.054206915127,16958.41434823557
paragliders,Low mountains,fixed long segments,16.0,21244.973583196246,5452,3140,21077.75074192182,21405.866461045178
paragliders,Low mountains,fixed long segments,18.0,26816.32500938589,5452,3140,26613.659635908563,27018.122015799912
paragliders,Low mountains,fixed long segments,20.0,31957.57612942355,5452,3140,31715.301408740397,32209.229285768713
paragliders,Low mountains,fixed long segments,23.0,42068.108394496856,5452,3140,41747.43487654035,42418.98352147435
paragliders,Low mountains,fixed long segments,25.0,47263.43133432972,5452,3140,46865.626502349165,47690.93714162737
paragliders,Low mountains,fixed long segments,29.0,64357.387587123994,5452,3140,63851.145885700076,64886.95882916727
paragliders,Low mountains,fixed long segments,32.0,76114.45087668516,5452,3140,75473.06988298256,76797.41838252898
paragliders,Low mountains,fixed long segments,37.0,100320.10435605627,5452,3140,99467.81991606647,101201.85130486333
paragliders,Low mountains,fixed long segments,41.0,122136.54733641325,5452,3140,121099.71254040187,123230.2635167575
paragliders,Low mountains,fixed long segments,46.0,153352.9492581564,5452,3140,152031.81931766457,154720.73812399595
paragliders,Low mountains,fixed long segments,52.0,190774.99849037625,5452,3140,189090.32848467524,192567.40590765316
paragliders,Low mountains,fixed long segments,59.0,246945.99142659805,5452,3140,244818.51823176074,249194.90518925636
paragliders,Low mountains,fixed long segments,67.0,311223.85814552,5452,3140,308412.6329754637,314152.46539367764
paragliders,Low mountains,fixed long segments,75.0,388032.5441695708,5452,3140,384545.58928585605,391675.54234920116
paragliders,Low mountains,fixed long segments,85.0,485144.8123223129,5452,3140,480689.5954409401,489950.313302877
paragliders,Low mountains,fixed long segments,95.0,605817.1290982667,5452,3140,600336.3873119311,611715.0500506052
paragliders,Low mountains,fixed long segments,107.0,753376.4415552779,5452,3140,746360.6469621704,760881.0711944421
paragliders,Low mountains,fixed long segments,121.0,943773.7918739683,5452,3140,934835.4077016071,953497.0266648256
paragliders,Low mountains,fixed long segments,137.0,1193129.144964004,5452,3140,1181828.6101816776,1205435.9291031014
paragliders,Low mountains,fixed long segments,154.0,1482555.7632921406,5452,3140,1468122.7933561685,1498320.7309677047
paragliders,Low mountains,fixed long segments,174.0,1862240.417352577,5452,3140,1843789.4569662546,1882165.8727599473
paragliders,Low mountains,fixed long segments,196.0,2319561.277558694,5452,3140,2296392.2310676742,2344697.3531443505
paragliders,Low mountains,fixed long segments,221.0,2888777.381431126,5452,3140,2859466.8276774106,2920661.8573005158
paragliders,Low mountains,fixed long segments,249.0,3598523.3768685805,5452,3140,3561683.961645838,3638431.0217669806
paragliders,Low mountains,fixed long segments,281.0,4478364.179899578,5452,3140,4431442.883850226,4529072.053724983
paragliders,Low mountains,fixed long segments,316.0,5546302.181882795,5452,3140,5487091.421406804,5609329.414784598
paragliders,Low mountains,fixed long segments,357.0,6906299.793814196,5452,3140,6831166.516984389,6985927.952275409
paragliders,Low mountains,fixed long segments,402.0,8542491.113490462,5452,3140,8447819.21961511,8643232.75648771
paragliders,Low mountains,fixed long segments,453.0,10592559.469093911,5452,3140,10475304.42736156,10719122.428626195
paragliders,Low mountains,fixed long segments,511.0,13126309.787646735,5452,3140,12976242.706176206,13285556.22969023
paragliders,Low mountains,fixed long segments,576.0,16246989.535216434,5452,3140,16058043.705992844,16446613.27449454
paragliders,Low mountains,fixed long segments,649.0,20070183.57286317,5452,3140,19832087.927675255,20321948.097850353
paragliders,Low mountains,fixed long segments,732.0,24817406.79048973,5452,3140,24515433.564037863,25134097.63500025
paragliders,Low mountains,fixed long segments,825.0,30652555.887105647,5452,3140,30270633.851603415,31047604.596234735
paragliders,Low mountains,fixed long segments,931.0,37945048.470011,5452,3140,37461838.699592836,38443283.98537485
paragliders,Low mountains,fixed long segments,1049.0,46831801.40929934,5452,3140,46224169.43363248,47456886.29870012
paragliders,Low mountains,fixed long segments,1183.0,57852202.61812179,5452,3140,57081504.35779561,58638268.91968794
paragliders,Low mountains,fixed long segments,1334.0,71428177.73890315,5452,3140,70452019.23210056,72421950.03504881
paragliders,Low mountains,fixed long segments,1504.0,88129904.96808511,5452,3140,86898627.97070108,89378993.36976385
paragliders,Low mountains,fixed long segments,1695.0,108682870.67498165,5452,3140,107114335.16710812,110267436.52844334
paragliders,Low mountains,fixed long segments,1911.0,133961794.06016141,5452,3140,131958021.00864725,135975921.0093339
paragliders,Low mountains,fixed long segments,2155.0,165147675.47688922,5452,3140,162613295.60676137,167682166.65280282
paragliders,Low mountains,fixed long segments,2429.0,203162447.75935435,5452,3140,199922047.89406282,206396589.6976056
paragliders,Low mountains,fixed long segments,2739.0,249808225.52017608,5452,3140,245733101.38368958,253932450.8373352
paragliders,Low mountains,fixed long segments,3088.0,306500623.4262656,5452,3140,301428169.51116014,311750998.3517233
paragliders,Low mountains,fixed long segments,3481.0,375042006.30667645,5452,3140,368600477.14298916,381664382.0093931
paragliders,Low mountains,fixed long segments,3925.0,457845942.78026414,5452,3140,449705460.2102187,466276690.72868073
paragliders,Low mountains,fixed long segments,4425.0,556665803.9567131,5452,3140,546144714.780243,567408438.8555373
paragliders,Low mountains,fixed long segments,4989.0,673576024.5605283,5452,3140,660381379.4905516,687249719.7244009
paragliders,Low mountains,fixed long segments,5624.0,809578691.81438,5452,3140,793084190.0566972,826888785.3498429
paragliders,Low mountains,fixed long segments,6341.0,965579868.2245048,5452,3140,944695855.0772113,986816844.9550089
paragliders,Low mountains,fixed long segments,7149.0,1139905411.5377843,5452,3140,1113658770.8446949,1166902705.1738327
paragliders,Low mountains,fixed long segments,8059.0,1328313701.6529713,5452,3140,1294724044.4674852,1362021668.9241388
paragliders,Low mountains,fixed long segments,9086.0,1524021364.5572267,5452,3140,1481853978.542517,1566709399.156498
paragliders,Low mountains,fixed long segments,10000.0,1678505131.4468086,5452,3140,1628299147.4644072,1729657435.376964
paragliders,High mountains,available segments,10.0,8149.079455388565,49672,27278,8126.252811153599,8172.225479150491
paragliders,High mountains,available segments,11.0,9825.734332536082,49672,27278,9798.3488011096,9854.150619102638
paragliders,High mountains,available segments,12.0,11026.539968176581,49672,27278,10992.65140054062,11061.854579088575
paragliders,High mountains,available segments,14.0,15058.082887954324,49672,27278,15012.432560108795,15102.353741331286
paragliders,High mountains,available segments,16.0,18765.15733576934,49672,27278,18706.317010209,18822.812775550014
paragliders,High mountains,available segments,18.0,23614.411549312907,49672,27278,23538.450927480306,23688.27614264755
paragliders,High mountains,available segments,20.0,27957.096596347557,49672,27278,27865.388364569968,28046.258240946798
paragliders,High mountains,available segments,23.0,36617.99365261986,49672,27278,36493.2704198086,36740.89434983539
paragliders,High mountains,available segments,25.0,40926.66457101484,49672,27278,40779.255222092295,41070.17444295688
paragliders,High mountains,available segments,29.0,55014.87389690168,49672,27278,54815.314431507606,55216.332852920095
paragliders,High mountains,available segments,32.0,64899.12756311736,49672,27278,64659.49642589274,65141.20030669814
paragliders,High mountains,available segments,37.0,84699.40700274613,49672,27278,84376.07444008064,85019.87920588838
paragliders,High mountains,available segments,41.0,102864.02337448129,49672,27278,102460.91421300825,103264.4034119631
paragliders,High mountains,available segments,46.0,128289.5699564596,49672,27278,127778.84271285492,128796.52541687041
paragliders,High mountains,available segments,52.0,159225.95416709885,49667,27277,158568.7841567283,159869.8329146735
paragliders,High mountains,available segments,59.0,204819.339065353,49660,27272,203967.51685750304,205676.39763721198
paragliders,High mountains,available segments,67.0,256598.65468879274,49654,27269,255485.9897488527,257696.5913147631
paragliders,High mountains,available segments,75.0,318222.6653723086,49654,27269,316823.45085436903,319624.8537001515
paragliders,High mountains,available segments,85.0,396457.6683579928,49651,27267,394673.2535448901,398218.63706602744
paragliders,High mountains,available segments,95.0,492044.9213420014,49648,27265,489789.0151896815,494291.33638730214
paragliders,High mountains,available segments,107.0,609117.5567338135,49640,27262,606258.0352842752,611944.0828152773
paragliders,High mountains,available segments,121.0,759315.6999700636,49634,27258,755682.6626995059,762903.8647004708
paragliders,High mountains,available segments,137.0,954094.7722812305,49622,27252,949400.7751200502,958665.431286788
paragliders,High mountains,available segments,154.0,1180921.681744488,49613,27248,1175097.145226742,1186699.4333850862
paragliders,High mountains,available segments,174.0,1473864.9572547576,49608,27246,1466472.3910139967,1481311.6380863534
paragliders,High mountains,available segments,196.0,1823794.7264600408,49605,27244,1814368.7037808942,1833180.0954563457
paragliders,High mountains,available segments,221.0,2257419.735008726,49599,27241,2245492.1019110414,2269285.889414745
paragliders,High mountains,available segments,249.0,2793443.4484726014,49589,27237,2778601.6097863424,2808462.311968913
paragliders,High mountains,available segments,281.0,3451649.425710834,49582,27233,3432678.963180645,3470687.4449602696
paragliders,High mountains,available segments,316.0,4241794.749974137,49577,27232,4217998.000821264,4266129.289770204
paragliders,High mountains,available segments,357.0,5237261.726041902,49572,27229,5206578.145979737,5268397.960909694
paragliders,High mountains,available segments,402.0,6424269.93595186,49560,27225,6385378.527564267,6463433.981681078
paragliders,High mountains,available segments,453.0,7891216.7287425455,49554,27221,7842003.531628144,7941093.04298214
paragliders,High mountains,available segments,511.0,9680714.056028873,49543,27216,9618432.222748483,9742740.154455913
paragliders,High mountains,available segments,576.0,11851892.248522194,49523,27204,11772854.012053818,11931164.088230066
paragliders,High mountains,available segments,649.0,14477246.795784708,49497,27191,14376097.627642019,14577828.385660756
paragliders,High mountains,available segments,732.0,17691672.261469103,49470,27179,17563073.290200356,17821843.494122054
paragliders,High mountains,available segments,825.0,21579592.562335294,49449,27166,21417356.087122146,21741555.25978591
paragliders,High mountains,available segments,931.0,26350369.18427998,49412,27149,26145186.8065733,26555940.07780803
paragliders,High mountains,available segments,1049.0,32059610.849678908,49359,27123,31799158.510563716,32318687.773140207
paragliders,High mountains,available segments,1183.0,39014880.33069686,49298,27095,38683507.21971056,39340949.25788852
paragliders,High mountains,available segments,1334.0,47415771.210316055,49010,26933,46987842.785381384,47830634.016694956
paragliders,High mountains,available segments,1504.0,57609766.69561906,48521,26662,57064561.66013205,58136471.92204042
paragliders,High mountains,available segments,1695.0,70072728.34706162,47812,26287,69388045.87831296,70752947.4227513
paragliders,High mountains,available segments,1911.0,85384769.11574432,46797,25729,84504869.13989553,86234952.96238784
paragliders,High mountains,available segments,2155.0,104393676.66881654,45483,25000,103275461.6544407,105490583.87195197
paragliders,High mountains,available segments,2429.0,128305046.3066216,43670,24007,126832771.2725479,129714577.29178227
paragliders,High mountains,available segments,2739.0,158399986.68440458,41542,22860,156525524.7554826,160235436.99650422
paragliders,High mountains,available segments,3088.0,196071222.7067882,39103,21534,193599366.55931616,198429195.737135
paragliders,High mountains,available segments,3481.0,243694012.34708488,36259,19965,240564353.88344285,246746538.32237872
paragliders,High mountains,available segments,3925.0,305225937.2003874,33116,18235,301168457.3900935,309277810.75976676
paragliders,High mountains,available segments,4425.0,383663023.1716233,29764,16486,378368615.6355909,389080111.2430214
paragliders,High mountains,available segments,4989.0,483483479.28677905,26185,14628,476450721.9407726,490474480.3142418
paragliders,High mountains,available segments,5624.0,613225039.0244758,22599,12745,604297431.6044762,622461186.0430725
paragliders,High mountains,available segments,6341.0,780135578.9006315,19068,10879,768247928.2166355,792635457.3419689
paragliders,High mountains,available segments,7149.0,990194443.0721437,15842,9124,974549968.2077681,1006331324.1538802
paragliders,High mountains,available segments,8059.0,1243031978.415252,12830,7465,1221872868.9535608,1265039304.7147007
paragliders,High mountains,available segments,9086.0,1548289377.099483,10078,5930,1518703473.4712079,1577206608.4009721
paragliders,High mountains,available segments,10000.0,1852183389.6031697,7982,4796,1813182912.7643273,1890619027.9274173
paragliders,High mountains,fixed long segments,10.0,9418.196284749818,7982,4796,9357.102857649641,9478.085230521507
paragliders,High mountains,fixed long segments,11.0,11364.94661765217,7982,4796,11292.293750111197,11436.218343258095
paragliders,High mountains,fixed long segments,12.0,12885.40032465014,7982,4796,12794.326023287664,12970.515388618784
paragliders,High mountains,fixed long segments,14.0,17605.932834840303,7982,4796,17489.604647614542,17716.533910948172
paragliders,High mountains,fixed long segments,16.0,22237.044355414917,7982,4796,22089.13154043522,22383.382372681688
paragliders,High mountains,fixed long segments,18.0,28034.365999157282,7982,4796,27848.47053389484,28216.338962295966
paragliders,High mountains,fixed long segments,20.0,33541.652363325295,7982,4796,33311.63789904292,33768.60798475774
paragliders,High mountains,fixed long segments,23.0,44251.396491715735,7982,4796,43949.09580347509,44550.6147686362
paragliders,High mountains,fixed long segments,25.0,49994.501171826065,7982,4796,49608.27161676229,50346.08439405789
paragliders,High mountains,fixed long segments,29.0,67688.6898776642,7982,4796,67203.79218322605,68161.42415384381
paragliders,High mountains,fixed long segments,32.0,80452.81365861274,7982,4796,79856.4697107808,81040.37985974665
paragliders,High mountains,fixed long segments,37.0,105991.62403934242,7982,4796,105189.92546504729,106783.86834583699
paragliders,High mountains,fixed long segments,41.0,129154.92420935386,7982,4796,128176.42507120676,130126.24021599068
paragliders,High mountains,fixed long segments,46.0,162090.06423975428,7982,4796,160878.22256620167,163290.63919969145
paragliders,High mountains,fixed long segments,52.0,202461.96295815977,7982,4796,200895.42805447718,204007.02649155367
paragliders,High mountains,fixed long segments,59.0,261353.67406302853,7982,4796,259394.4560538974,263316.99250960647
paragliders,High mountains,fixed long segments,67.0,330029.15636843053,7982,4796,327470.01852079417,332575.35348927416
paragliders,High mountains,fixed long segments,75.0,411016.95231164654,7982,4796,407822.58859077044,414203.8438540889
paragliders,High mountains,fixed long segments,85.0,515537.552162287,7982,4796,511348.8120893378,519618.5213499162
paragliders,High mountains,fixed long segments,95.0,642409.1963636933,7982,4796,637331.5030501137,647475.182809457
paragliders,High mountains,fixed long segments,107.0,800071.1048413619,7982,4796,793675.4030054536,806444.0193386589
paragliders,High mountains,fixed long segments,121.0,1003434.8164209315,7982,4796,995163.7060223294,1011589.0910493091
paragliders,High mountains,fixed long segments,137.0,1267970.4028791343,7982,4796,1257509.741056551,1278354.6397959986
paragliders,High mountains,fixed long segments,154.0,1577425.0820243987,7982,4796,1564217.2885412371,1590401.34411505
paragliders,High mountains,fixed long segments,174.0,1980979.4141192683,7982,4796,1964307.0268619263,1997470.622870465
paragliders,High mountains,fixed long segments,196.0,2467141.5606677523,7982,4796,2446061.9166214243,2488043.1082026954
paragliders,High mountains,fixed long segments,221.0,3073347.0100734467,7982,4796,3046861.435124448,3099945.0332242204
paragliders,High mountains,fixed long segments,249.0,3827643.3971748934,7982,4796,3794537.0812110584,3861103.0890501225
paragliders,High mountains,fixed long segments,281.0,4764472.692879291,7982,4796,4722807.642920473,4806648.235168197
paragliders,High mountains,fixed long segments,316.0,5899221.020569719,7982,4796,5847200.093823197,5952210.151844826
paragliders,High mountains,fixed long segments,357.0,7345148.3711632425,7982,4796,7279051.273948999,7412640.536837237
paragliders,High mountains,fixed long segments,402.0,9086341.814661112,7982,4796,9003406.821361305,9170622.835869838
paragliders,High mountains,fixed long segments,453.0,11261953.521658106,7982,4796,11157349.139440145,11367037.38246863
paragliders,High mountains,fixed long segments,511.0,13955014.701547232,7982,4796,13822631.85026928,14087616.533189686
paragliders,High mountains,fixed long segments,576.0,17266378.016286645,7982,4796,17099580.936172362,17433766.673994236
paragliders,High mountains,fixed long segments,649.0,21328775.218992732,7982,4796,21118420.20806364,21539585.304514308
paragliders,High mountains,fixed long segments,732.0,26377855.978294913,7982,4796,26113750.402503807,26643948.361800544
paragliders,High mountains,fixed long segments,825.0,32583119.787991732,7982,4796,32251513.345017876,32916764.75032214
paragliders,High mountains,fixed long segments,931.0,40342825.93125156,7982,4796,39927756.76932962,40759706.077524416
paragliders,High mountains,fixed long segments,1049.0,49806351.976196446,7982,4796,49281245.25163385,50329013.98457378
paragliders,High mountains,fixed long segments,1183.0,61574889.73844275,7982,4796,60909842.6920478,62235809.08174056
paragliders,High mountains,fixed long segments,1334.0,76090753.67862065,7982,4796,75251031.33544993,76926566.05856319
paragliders,High mountains,fixed long segments,1504.0,93988475.41286644,7982,4796,92941864.53234042,95039980.24952173
paragliders,High mountains,fixed long segments,1695.0,116039811.19897895,7982,4796,114736387.46967444,117365437.84985305
paragliders,High mountains,fixed long segments,1911.0,143242739.27605864,7982,4796,141579483.70443168,144919034.47007555
paragliders,High mountains,fixed long segments,2155.0,176853579.40249938,7982,4796,174722350.152757,178979749.18914688
paragliders,High mountains,fixed long segments,2429.0,217912599.65105864,7982,4796,215236487.60467806,220597202.5539559
paragliders,High mountains,fixed long segments,2739.0,268383961.18501002,7982,4796,264974232.49998224,271748757.477171
paragliders,High mountains,fixed long segments,3088.0,329800858.9923265,7982,4796,325505066.9643881,334047025.8597959
paragliders,High mountains,fixed long segments,3481.0,404135695.9279316,7982,4796,398765191.08029854,409525691.23949206
paragliders,High mountains,fixed long segments,3925.0,494062598.2022363,7982,4796,487335394.1523488,500812251.1713041
paragliders,High mountains,fixed long segments,4425.0,601600129.586789,7982,4796,593195636.7297543,610136997.2782625
paragliders,High mountains,fixed long segments,4989.0,729323539.734465,7982,4796,718575793.5529286,740124715.3749288
paragliders,High mountains,fixed long segments,5624.0,878851557.3366324,7982,4796,865141927.5302953,892402256.8124608
paragliders,High mountains,fixed long segments,6341.0,1051814859.9937985,7982,4796,1034609078.356902,1068677189.0222327
paragliders,High mountains,fixed long segments,7149.0,1246760469.6752067,7982,4796,1225538965.5667396,1267678902.5643501
paragliders,High mountains,fixed long segments,8059.0,1459087230.9299047,7982,4796,1432598787.4635434,1484892533.6808112
paragliders,High mountains,fixed long segments,9086.0,1679862205.212854,7982,4796,1646956618.9291184,1712355560.8124268
paragliders,High mountains,fixed long segments,10000.0,1852183389.6031697,7982,4796,1813182912.7643273,1890619027.9274173
hang gliders,Plains,available segments,10.0,23541.567440531253,343,322,22355.480738443046,24860.252931780098
hang gliders,Plains,available segments,11.0,29089.508939414798,343,322,27697.91276854615,30599.715945512922
hang gliders,Plains,available segments,12.0,29356.603491045676,343,322,27944.830980011022,30867.840137974454
hang gliders,Plains,available segments,14.0,41871.14460608821,343,322,39286.925396744875,44598.64835653177
hang gliders,Plains,available segments,16.0,55209.35040975642,343,322,52509.77477102883,58084.842838077704
hang gliders,Plains,available segments,18.0,70686.16707633065,343,322,66585.63310006558,75084.96785598024
hang gliders,Plains,available segments,20.0,79104.94428920285,343,322,74894.69610519265,83478.66532295333
hang gliders,Plains,available segments,23.0,107456.9455020027,343,322,100901.86762101193,114542.44434429935
hang gliders,Plains,available segments,25.0,108538.36428611295,343,322,101890.69210791291,115637.27715969917
hang gliders,Plains,available segments,29.0,153575.71189232508,343,322,144369.75629314542,163528.51985233373
hang gliders,Plains,available segments,32.0,177402.4247377389,343,322,167691.52806266266,187501.76768079994
hang gliders,Plains,available segments,37.0,232797.72190802533,343,322,219735.62995732503,246204.48848748105
hang gliders,Plains,available segments,41.0,281181.5420014575,343,322,264461.21297697193,298893.4909319787
hang gliders,Plains,available segments,46.0,364139.8251449724,343,322,343042.1351983724,386275.3382194096
hang gliders,Plains,available segments,52.0,440853.68554217817,343,322,414753.4345716374,468926.7209091371
hang gliders,Plains,available segments,59.0,587932.6172084843,343,322,552240.1676310749,626025.7592429823
hang gliders,Plains,available segments,67.0,728498.80799457,343,322,685393.5417995738,773614.7867562808
hang gliders,Plains,available segments,75.0,911805.8087526499,343,322,856777.3463242624,969354.1723332084
hang gliders,Plains,available segments,85.0,1092453.5272452699,343,322,1022065.1044361466,1166990.4022483232
hang gliders,Plains,available segments,95.0,1404876.6959591545,343,322,1316386.214840037,1499940.8365432469
hang gliders,Plains,available segments,107.0,1720587.399087813,343,322,1611930.1892568124,1837678.6839722246
hang gliders,Plains,available segments,121.0,2106876.126238928,343,322,1968133.267258638,2255547.7002080684
hang gliders,Plains,available segments,137.0,2657423.1158997836,343,322,2482511.845593211,2848340.046472051
hang gliders,Plains,available segments,154.0,3299909.2976480126,343,322,3075609.1814600267,3545424.564601569
hang gliders,Plains,available segments,174.0,4110603.5826614834,343,322,3826850.2237917273,4421941.081031697
hang gliders,Plains,available segments,196.0,5106539.435542988,343,322,4752429.272298178,5494876.156894217
hang gliders,Plains,available segments,221.0,6268488.805514931,343,322,5819762.533760984,6758138.767693616
hang gliders,Plains,available segments,249.0,7794988.032933762,343,322,7230487.021094638,8417609.661506625
hang gliders,Plains,available segments,281.0,9598570.699069355,343,322,8890366.892901344,10375805.313139886
hang gliders,Plains,available segments,316.0,11868167.076547433,343,322,10960248.530369433,12845169.497085596
hang gliders,Plains,available segments,357.0,14633715.666951917,343,322,13493017.491157267,15870665.97314789
hang gliders,Plains,available segments,402.0,17992272.169515394,343,322,16555394.690604137,19551634.53761474
hang gliders,Plains,available segments,453.0,22214706.24708732,343,322,20351013.775730077,24209615.481635187
hang gliders,Plains,available segments,511.0,27444721.87796283,343,322,25106738.53545596,29969861.66428386
hang gliders,Plains,available segments,576.0,33871704.21832322,343,322,30922273.281041693,37075092.56007784
hang gliders,Plains,available segments,649.0,41746042.00389212,343,322,38010723.68097713,45810849.59859254
hang gliders,Plains,available segments,732.0,51585126.12512979,343,322,46860934.503754936,56781334.88096956
hang gliders,Plains,available segments,825.0,63824207.34695234,343,322,57767357.18576638,70462455.25322938
hang gliders,Plains,available segments,931.0,79508784.5069665,343,322,71837562.48882405,88018289.112494
hang gliders,Plains,available segments,1049.0,98194553.14618221,342,321,88281469.10501738,108989811.52078547
hang gliders,Plains,available segments,1183.0,122083192.96083891,342,321,109539399.48252262,135708464.08926716
hang gliders,Plains,available segments,1334.0,152045775.55247974,340,319,136171764.62019125,169433543.82605425
hang gliders,Plains,available segments,1504.0,187767965.6820537,336,315,167754691.11852974,208829043.326245
hang gliders,Plains,available segments,1695.0,230180193.73125973,328,308,205744607.30809605,257365975.22400331
hang gliders,Plains,available segments,1911.0,283194885.5767383,321,301,252032845.5122802,317086631.06183237
hang gliders,Plains,available segments,2155.0,356003060.8357545,309,290,315280070.4946253,401044795.6269466
hang gliders,Plains,available segments,2429.0,413205661.7510334,293,275,372668121.1619201,459414400.86030895
hang gliders,Plains,available segments,2739.0,521833636.47752726,277,259,469827716.1516721,580962618.5479239
hang gliders,Plains,available segments,3088.0,628301347.1949729,263,245,565273920.7883829,697785254.2333237
hang gliders,Plains,available segments,3481.0,789805579.335487,246,230,707612675.4807827,880653707.0798737
hang gliders,Plains,available segments,3925.0,1008617542.4216201,222,208,897427447.5959755,1130321074.771335
hang gliders,Plains,available segments,4425.0,1240277863.2184405,202,188,1089198347.8085341,1405402801.4674146
hang gliders,Plains,available segments,4989.0,1586412581.600106,177,165,1378434978.5662062,1822999521.475649
hang gliders,Plains,available segments,5624.0,2095788899.2653062,147,138,1795080489.5528736,2443184455.6624966
hang gliders,Plains,available segments,6341.0,2712174292.649573,117,109,2272288281.699812,3218336481.870292
hang gliders,Plains,available segments,7149.0,3752592384.7272725,88,82,3067646969.2644677,4529787358.139555
hang gliders,Plains,available segments,8059.0,4665432641.2,80,75,3729813781.457971,5736017244.85601
hang gliders,Plains,available segments,9086.0,5979960989.377049,61,56,4536301058.003636,7626510139.551886
hang gliders,Plains,available segments,10000.0,6624009755.0222225,45,42,4538020982.403077,9183733588.493568
hang gliders,Plains,fixed long segments,10.0,30510.4404296875,45,42,27860.26336130456,33029.11476974007
hang gliders,Plains,fixed long segments,11.0,40607.887738715275,45,42,36817.77262854943,44485.17724019176
hang gliders,Plains,fixed long segments,12.0,40607.887738715275,45,42,36817.77262854943,44485.17724019176
hang gliders,Plains,fixed long segments,14.0,55966.83068576389,45,42,50616.07599016169,60831.92520315935
hang gliders,Plains,fixed long segments,16.0,69259.13151041667,45,42,63017.79752086293,74965.73413085938
hang gliders,Plains,fixed long segments,18.0,87999.76154513888,45,42,79996.99148591694,95414.06987733004
hang gliders,Plains,fixed long segments,20.0,102852.41258680556,45,42,93178.2381266276,111731.94672703597
hang gliders,Plains,fixed long segments,23.0,142677.98055555555,45,42,129016.61492959665,155444.0814299827
hang gliders,Plains,fixed long segments,25.0,142677.98055555555,45,42,129016.61492959665,155444.0814299827
hang gliders,Plains,fixed long segments,29.0,192984.1626736111,45,42,174117.5115345982,210709.80873386547
hang gliders,Plains,fixed long segments,32.0,236620.3876736111,45,42,212440.35695568513,259781.79379059572
hang gliders,Plains,fixed long segments,37.0,298315.3486111111,45,42,268002.0905841619,325776.67783203116
hang gliders,Plains,fixed long segments,41.0,366318.71024305554,45,42,328795.50431998074,400547.08092664933
hang gliders,Plains,fixed long segments,46.0,471814.57951388886,45,42,423907.38110257057,516059.9354699337
hang gliders,Plains,fixed long segments,52.0,589125.475,45,42,528398.7525210549,647307.2409114584
hang gliders,Plains,fixed long segments,59.0,778935.1340277778,45,42,698147.2927630739,853569.254413945
hang gliders,Plains,fixed long segments,67.0,972908.8861111111,45,42,869413.5837923728,1069435.9715520786
hang gliders,Plains,fixed long segments,75.0,1208881.4847222222,45,42,1079372.5615696022,1328538.194457465
hang gliders,Plains,fixed long segments,85.0,1465824.4805555556,45,42,1311882.592168503,1611153.06466167
hang gliders,Plains,fixed long segments,95.0,1876453.259722222,45,42,1674204.9318684896,2063232.696875
hang gliders,Plains,fixed long segments,107.0,2324954.730555556,45,42,2071923.56832483,2556125.3204662343
hang gliders,Plains,fixed long segments,121.0,2842648.9458333333,45,42,2532639.480918321,3130028.331184826
hang gliders,Plains,fixed long segments,137.0,3583902.822222222,45,42,3186391.9286585366,3944672.5127821174
hang gliders,Plains,fixed long segments,154.0,4498994.822222223,45,42,3998650.949901464,4957222.107584094
hang gliders,Plains,fixed long segments,174.0,5620355.041666667,45,42,4983737.319237401,6196390.565219907
hang gliders,Plains,fixed long segments,196.0,6963091.877777778,45,42,6157751.13390625,7673849.806336805
hang gliders,Plains,fixed long segments,221.0,8584098.627777778,45,42,7573761.819197635,9484783.909188194
hang gliders,Plains,fixed long segments,249.0,10650872.177777778,45,42,9368628.441126788,11795808.440885415
hang gliders,Plains,fixed long segments,281.0,13181406.344444444,45,42,11568952.435680147,14617399.897596152
hang gliders,Plains,fixed long segments,316.0,16295637.033333333,45,42,14280694.956488023,18096274.133653846
hang gliders,Plains,fixed long segments,357.0,20101039.366666667,45,42,17573204.85735294,22359919.92869898
hang gliders,Plains,fixed long segments,402.0,24823798.4,45,42,21636783.30490196,27712698.502405148
